ID_code,target
test_50110,0
test_50111,0
test_50112,1
test_50113,1
test_50114,1
test_50115,1
test_50116,1
test_50117,0
test_50118,0
test_50119,0
test_50120,0
test_50121,0
test_50122,1
test_50123,0
test_50124,0
test_50125,0
test_50126,0
test_50127,0
test_50128,0
test_50129,0
test_50130,0
test_50131,0
test_50132,1
test_50133,1
test_50134,0
test_50135,0
test_50136,0
test_50137,1
test_50138,0
test_50139,0
test_50140,0
test_50141,0
test_50142,0
test_50143,0
test_50144,0
test_50145,0
test_50146,0
test_50147,1
test_50148,0
test_50149,0
test_50150,0
test_50151,0
test_50152,0
test_50153,1
test_50154,0
test_50155,0
test_50156,0
test_50157,0
test_50158,0
test_50159,0
test_50160,1
test_50161,1
test_50162,0
test_50163,0
test_50164,0
test_50165,0
test_50166,0
test_50167,0
test_50168,1
test_50169,1
test_50170,1
test_50171,0
test_50172,1
test_50173,0
test_50174,0
test_50175,0
test_50176,0
test_50177,0
test_50178,1
test_50179,1
test_50180,0
test_50181,0
test_50182,0
test_50183,0
test_50184,0
test_50185,0
test_50186,0
test_50187,0
test_50188,0
test_50189,0
test_50190,0
test_50191,0
test_50192,0
test_50193,0
test_50194,0
test_50195,1
test_50196,0
test_50197,0
test_50198,0
test_50199,1
test_50200,0
test_50201,0
test_50202,1
test_50203,0
test_50204,0
test_50205,0
test_50206,1
test_50207,1
test_50208,1
test_50209,0
test_50210,0
test_50211,0
test_50212,0
test_50213,0
test_50214,0
test_50215,0
test_50216,0
test_50217,1
test_50218,0
test_50219,0
test_50220,0
test_50221,0
test_50222,0
test_50223,0
test_50224,0
test_50225,0
test_50226,0
test_50227,1
test_50228,1
test_50229,0
test_50230,0
test_50231,0
test_50232,0
test_50233,1
test_50234,1
test_50235,0
test_50236,0
test_50237,0
test_50238,1
test_50239,1
test_50240,0
test_50241,0
test_50242,0
test_50243,0
test_50244,1
test_50245,0
test_50246,0
test_50247,0
test_50248,0
test_50249,0
test_50250,0
test_50251,0
test_50252,0
test_50253,0
test_50254,0
test_50255,0
test_50256,0
test_50257,1
test_50258,0
test_50259,0
test_50260,0
test_50261,1
test_50262,0
test_50263,0
test_50264,1
test_50265,1
test_50266,1
test_50267,1
test_50268,1
test_50269,0
test_50270,1
test_50271,0
test_50272,1
test_50273,0
test_50274,0
test_50275,0
test_50276,0
test_50277,0
test_50278,0
test_50279,1
test_50280,1
test_50281,1
test_50282,1
test_50283,0
test_50284,1
test_50285,0
test_50286,1
test_50287,1
test_50288,0
test_50289,1
test_50290,1
test_50291,1
test_50292,0
test_50293,0
test_50294,1
test_50295,1
test_50296,1
test_50297,0
test_50298,0
test_50299,0
test_50300,1
test_50301,0
test_50302,0
test_50303,0
test_50304,1
test_50305,0
test_50306,0
test_50307,0
test_50308,0
test_50309,0
test_50310,0
test_50311,0
test_50312,0
test_50313,0
test_50314,0
test_50315,1
test_50316,1
test_50317,0
test_50318,0
test_50319,0
test_50320,0
test_50321,0
test_50322,1
test_50323,0
test_50324,0
test_50325,0
test_50326,0
test_50327,1
test_50328,0
test_50329,0
test_50330,1
test_50331,0
test_50332,0
test_50333,0
test_50334,0
test_50335,0
test_50336,0
test_50337,0
test_50338,0
test_50339,0
test_50340,0
test_50341,1
test_50342,0
test_50343,0
test_50344,0
test_50345,1
test_50346,0
test_50347,0
test_50348,0
test_50349,0
test_50350,0
test_50351,1
test_50352,1
test_50353,0
test_50354,0
test_50355,1
test_50356,1
test_50357,1
test_50358,0
test_50359,0
test_50360,1
test_50361,0
test_50362,0
test_50363,0
test_50364,0
test_50365,0
test_50366,0
test_50367,0
test_50368,0
test_50369,0
test_50370,1
test_50371,1
test_50372,0
test_50373,0
test_50374,1
test_50375,1
test_50376,1
test_50377,0
test_50378,0
test_50379,0
test_50380,0
test_50381,0
test_50382,1
test_50383,0
test_50384,0
test_50385,1
test_50386,1
test_50387,0
test_50388,1
test_50389,0
test_50390,0
test_50391,0
test_50392,0
test_50393,0
test_50394,1
test_50395,0
test_50396,0
test_50397,0
test_50398,0
test_50399,0
test_50400,0
test_50401,0
test_50402,0
test_50403,0
test_50404,1
test_50405,1
test_50406,0
test_50407,0
test_50408,1
test_50409,0
test_50410,0
test_50411,1
test_50412,1
test_50413,0
test_50414,0
test_50415,1
test_50416,0
test_50417,1
test_50418,0
test_50419,0
test_50420,0
test_50421,1
test_50422,0
test_50423,0
test_50424,0
test_50425,1
test_50426,1
test_50427,0
test_50428,1
test_50429,0
test_50430,0
test_50431,0
test_50432,1
test_50433,0
test_50434,0
test_50435,0
test_50436,1
test_50437,0
test_50438,0
test_50439,0
test_50440,0
test_50441,1
test_50442,1
test_50443,0
test_50444,0
test_50445,0
test_50446,1
test_50447,1
test_50448,0
test_50449,1
test_50450,1
test_50451,0
test_50452,0
test_50453,1
test_50454,0
test_50455,0
test_50456,1
test_50457,0
test_50458,0
test_50459,0
test_50460,0
test_50461,0
test_50462,0
test_50463,1
test_50464,0
test_50465,1
test_50466,1
test_50467,0
test_50468,0
test_50469,0
test_50470,0
test_50471,1
test_50472,1
test_50473,0
test_50474,0
test_50475,0
test_50476,1
test_50477,0
test_50478,0
test_50479,0
test_50480,0
test_50481,0
test_50482,1
test_50483,0
test_50484,0
test_50485,0
test_50486,0
test_50487,0
test_50488,0
test_50489,0
test_50490,0
test_50491,0
test_50492,0
test_50493,0
test_50494,0
test_50495,0
test_50496,0
test_50497,0
test_50498,0
test_50499,0
test_50500,0
test_50501,1
test_50502,0
test_50503,1
test_50504,0
test_50505,0
test_50506,0
test_50507,0
test_50508,1
test_50509,0
test_50510,0
test_50511,0
test_50512,0
test_50513,0
test_50514,0
test_50515,0
test_50516,0
test_50517,1
test_50518,0
test_50519,0
test_50520,0
test_50521,1
test_50522,0
test_50523,1
test_50524,0
test_50525,0
test_50526,0
test_50527,1
test_50528,1
test_50529,1
test_50530,0
test_50531,1
test_50532,0
test_50533,0
test_50534,1
test_50535,0
test_50536,0
test_50537,0
test_50538,0
test_50539,0
test_50540,0
test_50541,0
test_50542,0
test_50543,1
test_50544,0
test_50545,1
test_50546,0
test_50547,0
test_50548,0
test_50549,0
test_50550,1
test_50551,1
test_50552,0
test_50553,0
test_50554,0
test_50555,0
test_50556,0
test_50557,0
test_50558,0
test_50559,0
test_50560,0
test_50561,1
test_50562,0
test_50563,0
test_50564,0
test_50565,0
test_50566,1
test_50567,1
test_50568,0
test_50569,0
test_50570,1
test_50571,1
test_50572,0
test_50573,1
test_50574,0
test_50575,1
test_50576,0
test_50577,1
test_50578,0
test_50579,0
test_50580,0
test_50581,0
test_50582,0
test_50583,1
test_50584,0
test_50585,0
test_50586,0
test_50587,0
test_50588,1
test_50589,0
test_50590,1
test_50591,0
test_50592,0
test_50593,1
test_50594,0
test_50595,1
test_50596,1
test_50597,0
test_50598,0
test_50599,0
test_50600,0
test_50601,0
test_50602,0
test_50603,0
test_50604,0
test_50605,1
test_50606,1
test_50607,0
test_50608,0
test_50609,0
test_50610,0
test_50611,0
test_50612,0
test_50613,0
test_50614,0
test_50615,0
test_50616,1
test_50617,0
test_50618,0
test_50619,0
test_50620,0
test_50621,1
test_50622,0
test_50623,0
test_50624,0
test_50625,1
test_50626,0
test_50627,0
test_50628,0
test_50629,0
test_50630,0
test_50631,0
test_50632,0
test_50633,1
test_50634,0
test_50635,0
test_50636,0
test_50637,0
test_50638,1
test_50639,1
test_50640,1
test_50641,0
test_50642,1
test_50643,0
test_50644,0
test_50645,1
test_50646,1
test_50647,0
test_50648,0
test_50649,0
test_50650,0
test_50651,0
test_50652,0
test_50653,0
test_50654,0
test_50655,0
test_50656,0
test_50657,0
test_50658,0
test_50659,0
test_50660,1
test_50661,0
test_50662,0
test_50663,0
test_50664,0
test_50665,0
test_50666,0
test_50667,0
test_50668,1
test_50669,1
test_50670,0
test_50671,0
test_50672,0
test_50673,1
test_50674,0
test_50675,1
test_50676,0
test_50677,0
test_50678,0
test_50679,0
test_50680,0
test_50681,0
test_50682,0
test_50683,0
test_50684,0
test_50685,0
test_50686,0
test_50687,0
test_50688,0
test_50689,1
test_50690,0
test_50691,0
test_50692,0
test_50693,0
test_50694,1
test_50695,0
test_50696,0
test_50697,1
test_50698,0
test_50699,0
test_50700,1
test_50701,1
test_50702,1
test_50703,0
test_50704,0
test_50705,0
test_50706,1
test_50707,1
test_50708,0
test_50709,0
test_50710,0
test_50711,0
test_50712,0
test_50713,0
test_50714,0
test_50715,0
test_50716,0
test_50717,0
test_50718,1
test_50719,1
test_50720,0
test_50721,0
test_50722,0
test_50723,0
test_50724,1
test_50725,1
test_50726,0
test_50727,0
test_50728,0
test_50729,1
test_50730,0
test_50731,0
test_50732,0
test_50733,1
test_50734,0
test_50735,1
test_50736,0
test_50737,0
test_50738,0
test_50739,0
test_50740,0
test_50741,0
test_50742,0
test_50743,0
test_50744,1
test_50745,0
test_50746,0
test_50747,0
test_50748,0
test_50749,0
test_50750,0
test_50751,1
test_50752,0
test_50753,1
test_50754,0
test_50755,0
test_50756,0
test_50757,0
test_50758,0
test_50759,1
test_50760,0
test_50761,1
test_50762,1
test_50763,0
test_50764,0
test_50765,0
test_50766,0
test_50767,0
test_50768,0
test_50769,0
test_50770,0
test_50771,0
test_50772,0
test_50773,0
test_50774,0
test_50775,0
test_50776,0
test_50777,0
test_50778,0
test_50779,0
test_50780,0
test_50781,0
test_50782,1
test_50783,0
test_50784,1
test_50785,0
test_50786,1
test_50787,0
test_50788,0
test_50789,1
test_50790,0
test_50791,0
test_50792,0
test_50793,0
test_50794,1
test_50795,0
test_50796,0
test_50797,0
test_50798,0
test_50799,1
test_50800,0
test_50801,0
test_50802,1
test_50803,1
test_50804,0
test_50805,0
test_50806,0
test_50807,1
test_50808,0
test_50809,1
test_50810,0
test_50811,0
test_50812,0
test_50813,0
test_50814,1
test_50815,0
test_50816,0
test_50817,0
test_50818,0
test_50819,0
test_50820,0
test_50821,0
test_50822,0
test_50823,1
test_50824,1
test_50825,0
test_50826,0
test_50827,1
test_50828,0
test_50829,0
test_50830,0
test_50831,0
test_50832,0
test_50833,0
test_50834,0
test_50835,0
test_50836,1
test_50837,0
test_50838,0
test_50839,1
test_50840,0
test_50841,0
test_50842,1
test_50843,0
test_50844,0
test_50845,0
test_50846,0
test_50847,0
test_50848,0
test_50849,0
test_50850,0
test_50851,1
test_50852,0
test_50853,0
test_50854,1
test_50855,1
test_50856,0
test_50857,0
test_50858,0
test_50859,0
test_50860,1
test_50861,0
test_50862,0
test_50863,1
test_50864,0
test_50865,1
test_50866,1
test_50867,0
test_50868,1
test_50869,0
test_50870,0
test_50871,0
test_50872,1
test_50873,0
test_50874,0
test_50875,0
test_50876,0
test_50877,0
test_50878,1
test_50879,0
test_50880,0
test_50881,0
test_50882,0
test_50883,0
test_50884,0
test_50885,0
test_50886,0
test_50887,0
test_50888,0
test_50889,1
test_50890,1
test_50891,0
test_50892,0
test_50893,0
test_50894,1
test_50895,0
test_50896,0
test_50897,0
test_50898,0
test_50899,1
test_50900,0
test_50901,0
test_50902,0
test_50903,0
test_50904,0
test_50905,0
test_50906,0
test_50907,0
test_50908,0
test_50909,0
test_50910,0
test_50911,0
test_50912,0
test_50913,1
test_50914,0
test_50915,0
test_50916,0
test_50917,0
test_50918,0
test_50919,0
test_50920,0
test_50921,1
test_50922,0
test_50923,0
test_50924,0
test_50925,1
test_50926,1
test_50927,1
test_50928,0
test_50929,1
test_50930,0
test_50931,0
test_50932,0
test_50933,0
test_50934,0
test_50935,0
test_50936,0
test_50937,0
test_50938,0
test_50939,0
test_50940,0
test_50941,0
test_50942,1
test_50943,0
test_50944,0
test_50945,0
test_50946,0
test_50947,0
test_50948,0
test_50949,1
test_50950,0
test_50951,1
test_50952,0
test_50953,1
test_50954,0
test_50955,0
test_50956,1
test_50957,0
test_50958,0
test_50959,0
test_50960,0
test_50961,0
test_50962,0
test_50963,0
test_50964,1
test_50965,0
test_50966,0
test_50967,0
test_50968,0
test_50969,0
test_50970,0
test_50971,0
test_50972,1
test_50973,1
test_50974,1
test_50975,0
test_50976,0
test_50977,0
test_50978,1
test_50979,1
test_50980,0
test_50981,1
test_50982,0
test_50983,0
test_50984,0
test_50985,0
test_50986,1
test_50987,1
test_50988,0
test_50989,0
test_50990,0
test_50991,0
test_50992,0
test_50993,0
test_50994,0
test_50995,1
test_50996,1
test_50997,1
test_50998,0
test_50999,0
test_51000,0
test_51001,1
test_51002,0
test_51003,0
test_51004,1
test_51005,0
test_51006,0
test_51007,1
test_51008,0
test_51009,0
test_51010,1
test_51011,0
test_51012,0
test_51013,1
test_51014,1
test_51015,0
test_51016,0
test_51017,0
test_51018,0
test_51019,0
test_51020,1
test_51021,1
test_51022,0
test_51023,0
test_51024,1
test_51025,0
test_51026,0
test_51027,0
test_51028,0
test_51029,0
test_51030,1
test_51031,1
test_51032,1
test_51033,1
test_51034,0
test_51035,1
test_51036,0
test_51037,0
test_51038,0
test_51039,0
test_51040,0
test_51041,0
test_51042,0
test_51043,0
test_51044,0
test_51045,0
test_51046,1
test_51047,0
test_51048,1
test_51049,0
test_51050,0
test_51051,0
test_51052,0
test_51053,0
test_51054,0
test_51055,0
test_51056,0
test_51057,0
test_51058,0
test_51059,1
test_51060,0
test_51061,0
test_51062,0
test_51063,0
test_51064,0
test_51065,0
test_51066,0
test_51067,0
test_51068,1
test_51069,1
test_51070,1
test_51071,0
test_51072,0
test_51073,0
test_51074,0
test_51075,0
test_51076,0
test_51077,0
test_51078,1
test_51079,0
test_51080,0
test_51081,1
test_51082,0
test_51083,1
test_51084,1
test_51085,0
test_51086,1
test_51087,0
test_51088,1
test_51089,0
test_51090,0
test_51091,0
test_51092,1
test_51093,1
test_51094,0
test_51095,0
test_51096,0
test_51097,0
test_51098,1
test_51099,0
test_51100,0
test_51101,0
test_51102,0
test_51103,0
test_51104,0
test_51105,0
test_51106,1
test_51107,0
test_51108,0
test_51109,0
test_51110,0
test_51111,0
test_51112,0
test_51113,0
test_51114,0
test_51115,1
test_51116,0
test_51117,1
test_51118,0
test_51119,0
test_51120,1
test_51121,1
test_51122,1
test_51123,0
test_51124,0
test_51125,0
test_51126,0
test_51127,0
test_51128,0
test_51129,0
test_51130,0
test_51131,0
test_51132,0
test_51133,0
test_51134,1
test_51135,0
test_51136,0
test_51137,0
test_51138,1
test_51139,1
test_51140,0
test_51141,0
test_51142,1
test_51143,0
test_51144,0
test_51145,0
test_51146,1
test_51147,0
test_51148,1
test_51149,0
test_51150,1
test_51151,0
test_51152,1
test_51153,1
test_51154,0
test_51155,0
test_51156,0
test_51157,1
test_51158,0
test_51159,0
test_51160,0
test_51161,0
test_51162,0
test_51163,1
test_51164,0
test_51165,0
test_51166,1
test_51167,0
test_51168,0
test_51169,0
test_51170,1
test_51171,0
test_51172,0
test_51173,1
test_51174,0
test_51175,0
test_51176,1
test_51177,0
test_51178,1
test_51179,1
test_51180,1
test_51181,0
test_51182,1
test_51183,1
test_51184,0
test_51185,1
test_51186,0
test_51187,1
test_51188,0
test_51189,0
test_51190,0
test_51191,1
test_51192,0
test_51193,0
test_51194,0
test_51195,0
test_51196,1
test_51197,0
test_51198,1
test_51199,0
test_51200,0
test_51201,1
test_51202,0
test_51203,0
test_51204,0
test_51205,0
test_51206,0
test_51207,0
test_51208,0
test_51209,0
test_51210,1
test_51211,0
test_51212,0
test_51213,0
test_51214,0
test_51215,0
test_51216,1
test_51217,1
test_51218,0
test_51219,0
test_51220,0
test_51221,1
test_51222,1
test_51223,1
test_51224,0
test_51225,0
test_51226,0
test_51227,1
test_51228,0
test_51229,0
test_51230,1
test_51231,0
test_51232,0
test_51233,0
test_51234,0
test_51235,1
test_51236,0
test_51237,0
test_51238,0
test_51239,0
test_51240,1
test_51241,1
test_51242,1
test_51243,1
test_51244,1
test_51245,0
test_51246,0
test_51247,1
test_51248,0
test_51249,0
test_51250,1
test_51251,0
test_51252,0
test_51253,0
test_51254,1
test_51255,0
test_51256,0
test_51257,0
test_51258,1
test_51259,0
test_51260,1
test_51261,0
test_51262,0
test_51263,0
test_51264,0
test_51265,1
test_51266,0
test_51267,0
test_51268,0
test_51269,0
test_51270,1
test_51271,1
test_51272,0
test_51273,0
test_51274,1
test_51275,1
test_51276,1
test_51277,0
test_51278,0
test_51279,0
test_51280,0
test_51281,0
test_51282,0
test_51283,0
test_51284,0
test_51285,1
test_51286,0
test_51287,0
test_51288,0
test_51289,1
test_51290,0
test_51291,0
test_51292,0
test_51293,0
test_51294,1
test_51295,0
test_51296,1
test_51297,0
test_51298,0
test_51299,1
test_51300,0
test_51301,0
test_51302,1
test_51303,0
test_51304,0
test_51305,1
test_51306,0
test_51307,0
test_51308,1
test_51309,1
test_51310,0
test_51311,1
test_51312,0
test_51313,0
test_51314,1
test_51315,0
test_51316,1
test_51317,0
test_51318,0
test_51319,0
test_51320,1
test_51321,0
test_51322,0
test_51323,0
test_51324,0
test_51325,0
test_51326,1
test_51327,1
test_51328,1
test_51329,0
test_51330,0
test_51331,0
test_51332,0
test_51333,0
test_51334,1
test_51335,0
test_51336,0
test_51337,0
test_51338,1
test_51339,0
test_51340,0
test_51341,0
test_51342,0
test_51343,0
test_51344,0
test_51345,1
test_51346,0
test_51347,0
test_51348,0
test_51349,1
test_51350,1
test_51351,0
test_51352,1
test_51353,1
test_51354,0
test_51355,1
test_51356,0
test_51357,0
test_51358,0
test_51359,0
test_51360,0
test_51361,0
test_51362,1
test_51363,0
test_51364,1
test_51365,1
test_51366,1
test_51367,1
test_51368,0
test_51369,0
test_51370,0
test_51371,0
test_51372,1
test_51373,0
test_51374,0
test_51375,0
test_51376,0
test_51377,1
test_51378,0
test_51379,0
test_51380,0
test_51381,0
test_51382,0
test_51383,0
test_51384,0
test_51385,1
test_51386,0
test_51387,0
test_51388,0
test_51389,0
test_51390,1
test_51391,0
test_51392,0
test_51393,0
test_51394,0
test_51395,0
test_51396,0
test_51397,0
test_51398,0
test_51399,1
test_51400,0
test_51401,0
test_51402,0
test_51403,1
test_51404,0
test_51405,0
test_51406,0
test_51407,0
test_51408,0
test_51409,0
test_51410,0
test_51411,1
test_51412,0
test_51413,0
test_51414,0
test_51415,0
test_51416,0
test_51417,0
test_51418,0
test_51419,0
test_51420,0
test_51421,1
test_51422,0
test_51423,0
test_51424,0
test_51425,0
test_51426,1
test_51427,0
test_51428,0
test_51429,0
test_51430,0
test_51431,0
test_51432,1
test_51433,0
test_51434,1
test_51435,0
test_51436,0
test_51437,0
test_51438,0
test_51439,0
test_51440,0
test_51441,0
test_51442,1
test_51443,0
test_51444,0
test_51445,0
test_51446,1
test_51447,1
test_51448,0
test_51449,0
test_51450,0
test_51451,0
test_51452,1
test_51453,0
test_51454,0
test_51455,0
test_51456,0
test_51457,1
test_51458,0
test_51459,0
test_51460,0
test_51461,0
test_51462,1
test_51463,0
test_51464,1
test_51465,0
test_51466,0
test_51467,0
test_51468,0
test_51469,0
test_51470,0
test_51471,0
test_51472,1
test_51473,0
test_51474,0
test_51475,0
test_51476,1
test_51477,0
test_51478,1
test_51479,1
test_51480,0
test_51481,1
test_51482,0
test_51483,0
test_51484,0
test_51485,0
test_51486,0
test_51487,1
test_51488,1
test_51489,0
test_51490,1
test_51491,1
test_51492,0
test_51493,0
test_51494,0
test_51495,1
test_51496,0
test_51497,0
test_51498,1
test_51499,0
test_51500,0
test_51501,1
test_51502,0
test_51503,1
test_51504,0
test_51505,0
test_51506,0
test_51507,0
test_51508,0
test_51509,1
test_51510,0
test_51511,0
test_51512,0
test_51513,0
test_51514,0
test_51515,1
test_51516,1
test_51517,0
test_51518,0
test_51519,0
test_51520,0
test_51521,0
test_51522,1
test_51523,0
test_51524,0
test_51525,0
test_51526,0
test_51527,0
test_51528,0
test_51529,1
test_51530,0
test_51531,0
test_51532,0
test_51533,1
test_51534,0
test_51535,0
test_51536,1
test_51537,1
test_51538,0
test_51539,0
test_51540,0
test_51541,0
test_51542,1
test_51543,1
test_51544,0
test_51545,0
test_51546,1
test_51547,1
test_51548,0
test_51549,0
test_51550,0
test_51551,0
test_51552,0
test_51553,0
test_51554,0
test_51555,0
test_51556,0
test_51557,0
test_51558,0
test_51559,1
test_51560,1
test_51561,0
test_51562,0
test_51563,0
test_51564,0
test_51565,0
test_51566,0
test_51567,1
test_51568,0
test_51569,0
test_51570,1
test_51571,1
test_51572,1
test_51573,1
test_51574,1
test_51575,0
test_51576,1
test_51577,0
test_51578,0
test_51579,1
test_51580,0
test_51581,0
test_51582,1
test_51583,0
test_51584,0
test_51585,0
test_51586,1
test_51587,0
test_51588,0
test_51589,0
test_51590,1
test_51591,0
test_51592,0
test_51593,1
test_51594,0
test_51595,1
test_51596,0
test_51597,0
test_51598,0
test_51599,0
test_51600,1
test_51601,0
test_51602,0
test_51603,0
test_51604,1
test_51605,0
test_51606,0
test_51607,1
test_51608,1
test_51609,0
test_51610,0
test_51611,0
test_51612,0
test_51613,1
test_51614,0
test_51615,0
test_51616,1
test_51617,0
test_51618,0
test_51619,1
test_51620,0
test_51621,0
test_51622,0
test_51623,0
test_51624,1
test_51625,0
test_51626,0
test_51627,0
test_51628,0
test_51629,1
test_51630,0
test_51631,1
test_51632,1
test_51633,0
test_51634,0
test_51635,1
test_51636,0
test_51637,0
test_51638,0
test_51639,0
test_51640,0
test_51641,0
test_51642,1
test_51643,1
test_51644,0
test_51645,0
test_51646,1
test_51647,0
test_51648,1
test_51649,0
test_51650,0
test_51651,0
test_51652,0
test_51653,1
test_51654,0
test_51655,0
test_51656,0
test_51657,0
test_51658,1
test_51659,0
test_51660,0
test_51661,0
test_51662,1
test_51663,0
test_51664,0
test_51665,1
test_51666,1
test_51667,0
test_51668,0
test_51669,1
test_51670,0
test_51671,0
test_51672,0
test_51673,0
test_51674,0
test_51675,0
test_51676,0
test_51677,0
test_51678,1
test_51679,1
test_51680,1
test_51681,0
test_51682,0
test_51683,0
test_51684,1
test_51685,0
test_51686,0
test_51687,0
test_51688,0
test_51689,0
test_51690,0
test_51691,0
test_51692,0
test_51693,0
test_51694,0
test_51695,1
test_51696,1
test_51697,0
test_51698,0
test_51699,1
test_51700,0
test_51701,0
test_51702,1
test_51703,0
test_51704,0
test_51705,1
test_51706,1
test_51707,1
test_51708,1
test_51709,0
test_51710,1
test_51711,0
test_51712,0
test_51713,0
test_51714,0
test_51715,0
test_51716,1
test_51717,0
test_51718,0
test_51719,0
test_51720,0
test_51721,0
test_51722,0
test_51723,1
test_51724,0
test_51725,0
test_51726,1
test_51727,1
test_51728,0
test_51729,0
test_51730,0
test_51731,0
test_51732,0
test_51733,0
test_51734,1
test_51735,0
test_51736,0
test_51737,1
test_51738,1
test_51739,0
test_51740,1
test_51741,0
test_51742,1
test_51743,0
test_51744,1
test_51745,1
test_51746,0
test_51747,0
test_51748,1
test_51749,0
test_51750,0
test_51751,0
test_51752,0
test_51753,0
test_51754,1
test_51755,0
test_51756,0
test_51757,0
test_51758,0
test_51759,1
test_51760,0
test_51761,1
test_51762,0
test_51763,0
test_51764,1
test_51765,0
test_51766,0
test_51767,1
test_51768,0
test_51769,0
test_51770,1
test_51771,1
test_51772,1
test_51773,0
test_51774,1
test_51775,1
test_51776,1
test_51777,0
test_51778,0
test_51779,0
test_51780,0
test_51781,0
test_51782,1
test_51783,0
test_51784,0
test_51785,0
test_51786,1
test_51787,0
test_51788,0
test_51789,0
test_51790,0
test_51791,0
test_51792,0
test_51793,0
test_51794,0
test_51795,0
test_51796,0
test_51797,0
test_51798,0
test_51799,0
test_51800,0
test_51801,0
test_51802,0
test_51803,1
test_51804,0
test_51805,0
test_51806,0
test_51807,0
test_51808,0
test_51809,0
test_51810,0
test_51811,0
test_51812,0
test_51813,0
test_51814,0
test_51815,0
test_51816,0
test_51817,0
test_51818,0
test_51819,0
test_51820,0
test_51821,0
test_51822,0
test_51823,1
test_51824,0
test_51825,0
test_51826,0
test_51827,0
test_51828,0
test_51829,0
test_51830,0
test_51831,0
test_51832,0
test_51833,1
test_51834,1
test_51835,1
test_51836,0
test_51837,0
test_51838,1
test_51839,0
test_51840,0
test_51841,0
test_51842,0
test_51843,1
test_51844,0
test_51845,0
test_51846,0
test_51847,0
test_51848,1
test_51849,1
test_51850,0
test_51851,0
test_51852,0
test_51853,0
test_51854,0
test_51855,1
test_51856,1
test_51857,1
test_51858,0
test_51859,0
test_51860,0
test_51861,0
test_51862,0
test_51863,0
test_51864,0
test_51865,0
test_51866,0
test_51867,0
test_51868,0
test_51869,1
test_51870,1
test_51871,1
test_51872,0
test_51873,0
test_51874,0
test_51875,0
test_51876,1
test_51877,0
test_51878,0
test_51879,0
test_51880,0
test_51881,1
test_51882,0
test_51883,1
test_51884,0
test_51885,0
test_51886,1
test_51887,0
test_51888,0
test_51889,1
test_51890,0
test_51891,1
test_51892,0
test_51893,1
test_51894,0
test_51895,1
test_51896,0
test_51897,1
test_51898,1
test_51899,0
test_51900,0
test_51901,0
test_51902,1
test_51903,0
test_51904,0
test_51905,0
test_51906,1
test_51907,0
test_51908,0
test_51909,0
test_51910,0
test_51911,0
test_51912,0
test_51913,0
test_51914,0
test_51915,1
test_51916,0
test_51917,0
test_51918,1
test_51919,0
test_51920,0
test_51921,0
test_51922,0
test_51923,0
test_51924,0
test_51925,0
test_51926,1
test_51927,0
test_51928,0
test_51929,0
test_51930,0
test_51931,1
test_51932,1
test_51933,1
test_51934,1
test_51935,0
test_51936,0
test_51937,0
test_51938,0
test_51939,0
test_51940,1
test_51941,0
test_51942,0
test_51943,0
test_51944,1
test_51945,1
test_51946,0
test_51947,0
test_51948,1
test_51949,0
test_51950,0
test_51951,0
test_51952,0
test_51953,1
test_51954,0
test_51955,0
test_51956,1
test_51957,1
test_51958,1
test_51959,1
test_51960,0
test_51961,0
test_51962,0
test_51963,0
test_51964,0
test_51965,0
test_51966,0
test_51967,0
test_51968,1
test_51969,0
test_51970,0
test_51971,1
test_51972,0
test_51973,1
test_51974,0
test_51975,1
test_51976,0
test_51977,0
test_51978,1
test_51979,0
test_51980,0
test_51981,0
test_51982,0
test_51983,1
test_51984,0
test_51985,0
test_51986,0
test_51987,0
test_51988,0
test_51989,1
test_51990,0
test_51991,0
test_51992,1
test_51993,0
test_51994,0
test_51995,0
test_51996,0
test_51997,0
test_51998,0
test_51999,0
test_52000,0
test_52001,0
test_52002,1
test_52003,0
test_52004,1
test_52005,0
test_52006,0
test_52007,1
test_52008,1
test_52009,0
test_52010,0
test_52011,1
test_52012,0
test_52013,0
test_52014,0
test_52015,0
test_52016,0
test_52017,1
test_52018,0
test_52019,1
test_52020,0
test_52021,0
test_52022,0
test_52023,1
test_52024,0
test_52025,0
test_52026,0
test_52027,0
test_52028,0
test_52029,0
test_52030,0
test_52031,0
test_52032,0
test_52033,1
test_52034,0
test_52035,0
test_52036,0
test_52037,0
test_52038,0
test_52039,0
test_52040,1
test_52041,0
test_52042,0
test_52043,0
test_52044,0
test_52045,0
test_52046,0
test_52047,1
test_52048,1
test_52049,0
test_52050,0
test_52051,0
test_52052,0
test_52053,1
test_52054,0
test_52055,1
test_52056,1
test_52057,0
test_52058,0
test_52059,0
test_52060,1
test_52061,1
test_52062,1
test_52063,0
test_52064,0
test_52065,0
test_52066,0
test_52067,1
test_52068,0
test_52069,1
test_52070,0
test_52071,0
test_52072,0
test_52073,0
test_52074,0
test_52075,1
test_52076,0
test_52077,0
test_52078,0
test_52079,0
test_52080,0
test_52081,1
test_52082,1
test_52083,0
test_52084,1
test_52085,0
test_52086,1
test_52087,1
test_52088,1
test_52089,1
test_52090,0
test_52091,0
test_52092,1
test_52093,0
test_52094,0
test_52095,0
test_52096,0
test_52097,0
test_52098,1
test_52099,0
test_52100,0
test_52101,0
test_52102,0
test_52103,0
test_52104,0
test_52105,0
test_52106,0
test_52107,1
test_52108,0
